unit,hlth_pb,age,sex,time\geo;EU27 ;BE ;BG ;CZ ;DK ;DE ;EE ;EL ;ES ;FR ;IT ;CY ;LV ;LT ;LU ;HU ;MT ;NL ;AT ;PL ;PT ;RO ;SI ;SK ;FI ;SE ;UK ;EEA ;IS ;NO 
THS,PB2510,Y_GE15,F,2012;1666.9 e;48.0 ;25.4 ;15.2 u;20.3 u;292.5 ;4.5 u;: u;148.5 ;258.9 ;57.3 u;3.0 u;8.5 ;15.9 ;1.4 u;30.3 ;0.7 u;75.9 ;40.0 u;173.4 ;41.0 ;50.1 ;8.2 u;18.2 ;24.7 u;28.2 u;257.8 ;1684.8 e;3.2 ;14.7 u
THS,PB2510,Y_GE15,M,2012;1585.2 e;47.3 ;27.7 ;16.2 u;19.3 u;304.8 ;5.6 u;: u;87.7 ;206.9 ;53.1 u;2.3 u;12.5 ;20.9 ;1.1 u;24.9 ;1.1 u;65.8 ;16.5 u;223.7 ;35.5 ;57.5 ;5.3 u;35.6 ;18.8 u;34.4 u;256.6 ;1597.4 e;1.7 ;10.6 u
THS,PB2510,Y_GE15,T,2012;3252.1 e;95.4 ;53.2 ;31.4 u;39.5 u;597.3 ;10.1 u;: u;236.2 ;465.8 ;110.4 u;5.3 u;21.0 ;36.8 ;2.5 u;55.2 ;1.8 u;141.8 ;56.5 u;397.2 ;76.5 ;107.7 ;13.6 u;53.7 ;43.5 u;62.6 u;514.4 ;3282.2 e;4.8 ;25.3 u
THS,PB2510,Y_GE65,F,2012;307.7 e;: u;: u;: u;: u;: u;: u;: u;37.2 u;34.3 u;: u;: u;: u;6.2 u;: u;: u;: u;: u;: u;35.4 u;8.7 u;10.4 u;: u;: u;: u;: u;30.9 u;311.6 e;: u;: u
THS,PB2510,Y_GE65,M,2012;239.4 e;: u;: u;0;: u;: u;: u;0;16.7 u;31.1 u;: u;: u;: u;4.2 u;0;: u;0;: u;: u;39.2 u;6.2 u;9.9 u;: u;: u;: u;: u;33.3 u;240.5 e;0;: u
THS,PB2510,Y_GE65,T,2012;547.2 e;: u;: u;: u;: u;: u;: u;: u;54.0 u;65.4 u;: u;: u;: u;10.5 u;: u;: u;: u;: u;: u;74.6 u;14.9 u;20.3 u;: u;: u;: u;: u;64.2 u;552.1 e;: u;: u
THS,PB2620,Y15-44,F,2012;4229.1 e;124.7 ;30.6 ;: u;60.6 ;619.3 ;12.7 ;55.6 ;479.6 ;1210.4 ;145.3 ;12.6 ;12.0 ;47.1 ;4.1 u;47.3 ;2.5 u;91.4 ;36.5 u;166.4 ;114.7 ;32.6 u;: u;25.5 ;32.3 u;74.6 ;768.7 ;4285.3 e;10.7 ;45.5 
THS,PB2620,Y15-44,M,2012;2445.5 e;91.0 ;24.0 ;0;38.5 ;228.1 ;5.7 ;42.6 ;230.3 ;633.9 ;106.1 ;6.7 ;7.5 ;24.1 ;2.0 u;32.0 ;1.1 u;62.5 ;32.7 u;122.2 ;39.5 ;35.2 u;: u;32.2 ;10.7 u;43.7 ;589.6 ;2480.5 e;8.2 ;26.8 
THS,PB2620,Y15-44,T,2012;6674.6 e;215.7 ;54.7 ;: u;99.2 ;847.4 ;18.4 ;98.1 ;709.9 ;1844.3 ;251.4 ;19.3 ;19.4 ;71.2 ;6.2 u;79.4 ;3.7 u;153.9 ;69.2 u;288.6 ;154.2 ;67.8 u;: u;57.7 ;43.0 u;118.3 ;1358.2 ;6765.8 e;18.9 ;72.2 
THS,PB2620,Y45-64,F,2012;5839.3 e;142.7 ;76.9 ;: u;42.1 ;554.7 ;21.0 ;133.0 ;837.9 ;1659.4 ;241.1 ;25.2 ;19.6 ;86.8 ;5.1 ;160.4 ;6.4 ;71.9 ;56.9 ;413.4 ;264.0 ;34.5 u;11.9 u;123.7 ;25.4 u;31.9 u;788.0 ;5873.8 e;7.1 ;27.3 
THS,PB2620,Y45-64,M,2012;2977.1 e;70.9 ;38.4 ;: u;25.3 ;455.7 ;8.2 ;61.6 ;313.5 ;841.2 ;103.9 ;15.1 ;9.0 ;39.7 ;1.5 ;74.3 ;2.7 ;65.4 ;16.8 ;197.5 ;101.2 ;16.3 u;6.3 u;42.9 ;21.7 u;20.8 u;423.2 ;2994.7 e;3.4 ;14.2 
THS,PB2620,Y45-64,T,2012;8816.4 e;213.6 ;115.3 ;: u;67.5 ;1010.5 ;29.1 ;194.6 ;1151.4 ;2500.5 ;345.0 ;40.2 ;28.6 ;126.6 ;6.6 ;234.7 ;9.1 ;137.3 ;73.7 ;610.9 ;365.2 ;50.7 u;18.3 u;166.6 ;47.2 u;52.6 u;1211.2 ;8868.4 e;10.5 ;41.5 
THS,PB2620,Y_GE15,F,2012;14671.0 e;375.4 ;186.1 ;39.3 u;119.7 ;1777.8 ;56.9 ;290.5 ;1985.1 ;4058.7 ;700.5 ;48.2 ;53.0 ;235.6 ;12.9 ;336.3 ;12.4 ;222.1 ;142.0 ;962.5 ;535.8 ;111.5 ;30.9 ;224.8 ;78.5 ;132.6 ;1941.7 ;14773.2 e;21.4 ;80.7 
THS,PB2620,Y_GE15,M,2012;6960.8 e;206.2 ;91.9 ;6.0 u;70.7 ;869.6 ;15.8 ;134.3 ;723.5 ;1936.0 ;321.6 ;27.5 ;20.1 ;88.8 ;4.1 ;140.9 ;5.7 ;154.6 ;57.2 ;400.7 ;187.9 ;67.5 ;14.0 ;82.9 ;44.8 ;73.5 ;1215.0 ;7021.2 e;12.9 ;47.5 
THS,PB2620,Y_GE15,T,2012;21631.7 e;581.6 ;278.0 ;45.3 u;190.4 ;2647.4 ;72.7 ;424.8 ;2708.7 ;5994.7 ;1022.2 ;75.6 ;73.2 ;324.4 ;17.0 ;477.2 ;18.1 ;376.7 ;199.1 ;1363.2 ;723.7 ;179.0 ;44.9 ;307.7 ;123.3 ;206.1 ;3156.7 ;21794.3 e;34.4 ;128.2 
THS,PB2620,Y_GE65,F,2012;4602.6 e;108.0 ;78.6 ;: u;16.9 u;603.8 ;23.2 ;101.9 ;667.7 ;1189.0 ;314.1 ;10.4 ;21.5 ;101.6 ;3.7 u;128.6 ;3.5 ;58.8 u;48.5 ;382.8 ;157.0 ;44.5 ;13.9 u;75.6 ;20.7 u;26.1 u;385.0 ;4614.1 e;3.6 ;: u
THS,PB2620,Y_GE65,M,2012;1538.2 e;44.3 ;29.4 ;: u;6.9 u;185.8 ;1.9 ;30.2 ;179.7 ;460.9 ;111.6 ;5.7 ;3.6 ;25.0 ;0.5 u;34.6 ;1.8 ;26.7 u;7.7 ;81.0 ;47.3 ;16.0 ;3.9 u;7.8 ;12.4 u;9.0 u;202.2 ;1546.0 e;1.4 ;: u
THS,PB2620,Y_GE65,T,2012;6140.7 e;152.3 ;108.1 ;: u;23.8 u;789.6 ;25.1 ;132.1 ;847.4 ;1649.9 ;425.8 ;16.1 ;25.1 ;126.6 ;4.2 u;163.2 ;5.3 ;85.5 u;56.2 ;463.7 ;204.3 ;60.5 ;17.8 u;83.4 ;33.1 u;35.1 u;587.2 ;6160.1 e;4.9 ;: u
THS,PB2630,Y15-44,F,2012;3469.0 e;102.6 ;25.6 u;: u;35.3 ;904.8 ;10.1 ;16.8 u;289.7 ;461.1 ;84.7 u;: u;10.9 ;28.9 ;2.7 u;37.0 ;1.4 u;121.1 ;34.8 u;144.8 ;82.4 ;27.0 u;8.4 u;23.3 ;45.5 ;95.5 ;859.9 ;3527.4 e;8.7 ;49.7 
THS,PB2630,Y15-44,M,2012;2410.4 e;75.0 ;23.5 u;: u;26.3 ;492.6 ;5.9 ;19.3 u;154.5 ;243.8 ;98.1 u;: u;11.3 ;17.0 ;1.5 u;33.4 ;0.8 u;60.5 ;36.4 u;150.5 ;42.7 ;47.4 u;4.2 u;31.7 ;30.3 ;47.8 ;753.2 ;2435.7 e;5.7 ;19.6 
THS,PB2630,Y15-44,T,2012;5879.4 e;177.6 ;49.1 u;: u;61.6 ;1397.4 ;16.0 ;36.1 u;444.2 ;704.9 ;182.9 u;: u;22.2 ;45.8 ;4.2 u;70.4 ;2.2 u;181.6 ;71.2 u;295.3 ;125.1 ;74.4 u;12.6 u;55.1 ;75.7 ;143.2 ;1613.0 ;5963.1 e;14.5 ;69.3 
THS,PB2630,Y45-64,F,2012;4607.6 e;129.9 ;50.0 ;: u;48.9 ;699.0 ;18.8 ;50.6 ;599.8 ;806.9 ;134.8 u;8.2 ;16.7 ;60.0 ;3.8 ;138.4 ;4.7 ;98.6 ;75.4 ;413.3 ;179.5 ;49.8 u;10.8 u;112.3 ;49.7 ;41.1 ;784.8 ;4640.8 e;5.2 ;27.9 
THS,PB2630,Y45-64,M,2012;2568.8 e;62.3 ;27.1 ;: u;31.4 ;560.5 ;10.3 ;25.1 ;245.5 ;350.9 ;72.2 u;5.6 ;9.5 ;25.2 ;2.5 ;63.1 ;1.9 ;74.4 ;36.4 ;218.2 ;89.1 ;26.4 u;8.9 u;42.1 ;37.5 ;27.9 ;506.4 ;2586.6 e;2.3 ;15.5 
THS,PB2630,Y45-64,T,2012;7176.4 e;192.2 ;77.1 ;: u;80.3 ;1259.5 ;29.0 ;75.7 ;845.3 ;1157.8 ;207.1 u;13.8 ;26.2 ;85.1 ;6.3 ;201.5 ;6.6 ;173.0 ;111.8 ;631.5 ;268.6 ;76.2 u;19.7 u;154.4 ;87.1 ;69.0 ;1291.2 ;7227.4 e;7.5 ;43.4 
THS,PB2630,Y_GE15,F,2012;11592.6 e;300.8 ;124.6 ;64.1 ;106.2 ;2185.4 ;44.6 ;125.0 ;1683.0 ;1667.2 ;513.8 ;14.7 ;38.1 ;146.0 ;9.7 ;259.1 ;8.9 ;263.0 ;168.6 ;888.4 ;417.9 ;100.9 ;31.5 ;185.5 ;121.7 ;163.1 ;1960.9 ;11694.6 e;15.9 ;86.1 
THS,PB2630,Y_GE15,M,2012;6159.8 e;160.2 ;72.4 ;10.5 ;65.9 ;1179.9 ;19.5 ;71.4 ;604.0 ;749.9 ;280.6 ;10.3 ;25.0 ;54.3 ;4.3 ;131.6 ;4.1 ;157.3 ;84.6 ;462.4 ;172.8 ;99.4 ;17.8 ;84.8 ;80.9 ;89.6 ;1466.4 ;6215.6 e;9.0 ;46.9 
THS,PB2630,Y_GE15,T,2012;17752.3 e;461.0 ;197.0 ;74.5 ;172.1 ;3365.3 ;64.0 ;196.3 ;2287.0 ;2417.1 ;794.4 ;25.0 ;63.0 ;200.2 ;14.0 ;390.7 ;13.0 ;420.3 ;253.2 ;1350.7 ;590.7 ;200.3 ;49.3 ;270.3 ;202.6 ;252.7 ;3427.3 ;17910.2 e;24.8 ;133.1 
THS,PB2630,Y_GE65,F,2012;3515.9 e;68.2 ;48.9 ;29.8 u;22.0 u;581.6 ;15.7 ;57.6 ;793.6 ;399.1 ;294.2 ;4.2 ;10.4 u;57.1 ;3.2 u;83.6 ;2.8 ;43.4 u;58.4 ;330.3 ;156.0 ;24.2 ;12.3 u;49.9 ;26.6 u;26.5 u;316.3 ;3526.4 e;1.9 u;: u
THS,PB2630,Y_GE65,M,2012;1180.6 e;23.0 ;21.8 ;1.5 u;8.3 u;126.7 ;3.3 ;27.0 ;204.0 ;155.3 ;110.2 ;2.5 ;4.2 u;12.1 ;0.3 u;35.1 ;1.4 ;22.3 u;11.8 ;93.6 ;40.9 ;25.6 ;4.6 u;10.9 ;13.1 u;14.0 u;206.9 ;1193.3 e;0.9 u;: u
THS,PB2630,Y_GE65,T,2012;4696.5 e;91.2 ;70.7 ;31.3 u;30.2 u;708.4 ;19.0 ;84.5 ;997.6 ;554.4 ;404.5 ;6.7 ;14.6 u;69.3 ;3.6 u;118.8 ;4.2 ;65.7 u;70.2 ;423.9 ;196.9 ;49.8 ;16.9 u;60.9 ;39.7 u;40.5 u;523.1 ;4719.7 e;2.8 u;: u
THS,PB2640,Y15-44,F,2012;3444.9 e;113.3 ;: u;: u;69.7 ;750.4 ;2.9 u;: u;226.5 ;626.3 ;: u;: u;5.8 ;14.7 ;4.7 u;26.5 ;1.1 u;179.9 ;72.6 ;149.2 ;20.3 u;25.8 u;: u;15.3 ;42.7 ;110.9 ;895.1 ;3551.5 e;11.4 ;95.2 
THS,PB2640,Y15-44,M,2012;5082.9 e;167.7 ;: u;: u;69.0 ;1273.3 ;3.0 u;: u;224.8 ;771.0 ;: u;: u;7.2 ;12.5 ;4.2 u;42.3 ;1.9 u;211.7 ;57.1 ;262.2 ;30.3 u;53.3 u;: u;33.9 ;41.2 ;127.7 ;1604.3 ;5233.4 e;14.6 ;136.0 
THS,PB2640,Y15-44,T,2012;8527.8 e;281.0 ;: u;: u;138.7 ;2023.7 ;5.8 u;: u;451.3 ;1397.3 ;: u;: u;13.0 ;27.2 ;8.8 u;68.8 ;2.9 u;391.6 ;129.7 ;411.4 ;50.6 u;79.1 u;: u;49.2 ;83.9 ;238.5 ;2499.4 ;8784.9 e;25.9 ;231.2 
THS,PB2640,Y45-64,F,2012;2206.6 e;70.2 ;10.7 u;: u;34.5 ;498.3 ;4.7 u;: u;271.7 ;379.5 ;: u;: u;6.4 ;13.3 ;3.2 ;35.0 ;1.8 ;74.5 ;20.4 ;179.2 ;69.9 ;44.9 u;3.7 u;22.7 u;15.7 u;26.8 u;382.2 ;2233.4 e;4.6 ;22.2 
THS,PB2640,Y45-64,M,2012;2415.5 e;38.6 ;15.7 u;: u;40.1 ;496.3 ;5.2 u;: u;172.5 ;451.3 ;: u;: u;5.2 ;12.1 ;3.4 ;24.6 ;3.1 ;80.0 ;27.7 ;194.6 ;46.5 ;34.7 u;5.8 u;15.8 u;22.1 u;37.2 u;635.3 ;2462.7 e;4.7 ;42.5 
THS,PB2640,Y45-64,T,2012;4622.2 e;108.8 ;26.3 u;: u;74.6 ;994.6 ;9.9 u;: u;444.2 ;830.8 ;: u;: u;11.6 ;25.4 ;6.5 ;59.6 ;4.9 ;154.5 ;48.1 ;373.9 ;116.4 ;79.6 u;9.6 u;38.5 u;37.8 u;64.0 u;1017.5 ;4696.0 e;9.2 ;64.7 
THS,PB2640,Y_GE15,F,2012;8183.0 e;264.5 ;56.4 ;17.3 u;116.7 ;1416.2 ;14.5 ;17.3 u;1263.1 ;1278.2 ;244.6 ;7.5 ;29.3 ;67.2 ;8.6 ;115.8 ;6.2 ;299.2 ;120.2 ;682.2 ;206.2 ;175.7 ;16.6 ;71.1 ;74.3 ;154.7 ;1459.0 ;8330.4 e;17.4 ;130.0 
THS,PB2640,Y_GE15,M,2012;9154.2 e;260.4 ;49.5 ;33.3 u;127.1 ;1994.6 ;10.7 ;9.3 u;744.6 ;1457.1 ;125.9 ;6.3 ;17.0 ;39.4 ;9.0 ;94.9 ;7.0 ;328.5 ;122.3 ;622.2 ;111.7 ;165.5 ;14.0 ;62.4 ;77.1 ;194.6 ;2469.8 ;9365.5 e;20.5 ;190.9 
THS,PB2640,Y_GE15,T,2012;17337.1 e;524.9 ;106.0 ;50.6 u;243.8 ;3410.8 ;25.2 ;26.6 u;2007.7 ;2735.4 ;370.5 ;13.8 ;46.3 ;106.6 ;17.6 ;210.7 ;13.3 ;627.7 ;242.5 ;1304.4 ;317.9 ;341.2 ;30.6 ;133.5 ;151.4 ;349.4 ;3928.8 ;17695.9 e;37.8 ;320.9 
THS,PB2640,Y_GE65,F,2012;2531.4 e;81.1 ;41.7 ;: u;12.6 u;167.5 ;6.9 u;: u;764.9 ;272.4 ;154.1 u;3.6 ;17.1 ;39.2 ;: u;54.4 ;3.4 ;44.8 u;27.3 ;353.8 ;116.0 ;105.0 ;8.4 u;33.2 ;15.9 u;17.1 u;181.7 ;2545.5 e;1.5 u;12.7 u
THS,PB2640,Y_GE65,M,2012;1655.8 e;54.0 ;15.5 ;: u;17.9 u;225.1 ;2.5 u;: u;347.4 ;234.9 ;55.2 u;2.1 ;4.6 ;14.8 ;: u;27.9 ;2.1 ;36.8 u;37.5 ;165.4 ;34.9 ;77.5 ;5.9 u;12.6 ;13.8 u;29.8 u;230.2 ;1669.4 e;1.2 u;12.4 u
THS,PB2640,Y_GE65,T,2012;4187.2 e;135.1 ;57.2 ;: u;30.5 u;392.6 ;9.5 u;: u;1112.3 ;507.3 ;209.3 u;5.7 ;21.8 ;54.0 ;: u;82.3 ;5.4 ;81.6 u;64.7 ;519.2 ;150.9 ;182.5 ;14.3 u;45.8 ;29.7 u;46.9 u;411.9 ;4214.9 e;2.7 u;25.1 u
THS,PB2690,Y15-44,F,2012;3953.5 e;133.0 ;14.1 u;: u;90.3 ;979.3 ;9.4 ;15.5 u;445.4 ;519.9 ;108.7 u;: u;12.5 ;19.0 ;3.8 u;45.5 ;1.0 u;241.2 ;65.8 ;226.7 ;66.3 ;49.0 u;8.1 u;18.4 ;45.2 ;105.4 ;716.8 ;4026.3 e;5.9 ;66.9 
THS,PB2690,Y15-44,M,2012;3375.8 e;142.1 ;18.5 u;: u;54.4 ;827.6 ;7.2 ;18.6 u;309.8 ;476.6 ;100.2 u;: u;11.2 ;14.1 ;3.6 u;45.2 ;1.8 u;181.1 ;48.8 ;245.1 ;47.8 ;56.4 u;7.3 u;27.9 ;36.4 ;59.0 ;629.5 ;3438.1 e;5.0 ;57.4 
THS,PB2690,Y15-44,T,2012;7329.3 e;275.1 ;32.6 u;: u;144.7 ;1806.9 ;16.6 ;34.2 u;755.2 ;996.5 ;208.9 u;: u;23.7 ;33.1 ;7.4 u;90.7 ;2.8 u;422.2 ;114.6 ;471.8 ;114.2 ;105.4 u;15.4 u;46.4 ;81.6 ;164.4 ;1346.3 ;7464.4 e;10.9 ;124.2 
THS,PB2690,Y45-64,F,2012;4108.5 e;151.4 ;16.7 u;19.6 u;57.6 ;1019.1 ;14.2 ;14.1 u;472.2 ;698.5 ;115.0 u;3.9 u;19.6 ;27.1 ;4.7 ;79.9 ;2.8 ;147.1 ;64.3 ;368.4 ;135.6 ;81.5 ;13.6 ;58.5 ;34.0 ;66.7 ;422.7 ;4147.0 e;4.0 ;34.6 
THS,PB2690,Y45-64,M,2012;2971.6 e;83.2 ;14.5 u;20.7 u;42.9 ;787.2 ;8.1 ;16.9 u;317.0 ;405.7 ;72.2 u;1.7 u;9.7 ;14.2 ;2.5 ;56.2 ;2.3 ;121.8 ;35.4 ;307.6 ;87.2 ;53.0 ;8.5 ;44.7 ;42.3 ;30.6 ;385.3 ;2997.2 e;1.6 ;23.9 
THS,PB2690,Y45-64,T,2012;7080.1 e;234.5 ;31.1 u;40.3 u;100.5 ;1806.3 ;22.3 ;31.0 u;789.2 ;1104.2 ;187.2 u;5.6 u;29.3 ;41.3 ;7.2 ;136.2 ;5.0 ;269.0 ;99.7 ;676.0 ;222.9 ;134.5 ;22.1 ;103.2 ;76.3 ;97.3 ;808.0 ;7144.2 e;5.6 ;58.5 
THS,PB2690,Y_GE15,F,2012;11517.7 e;426.9 ;43.5 ;49.1 ;166.3 ;2603.1 ;39.2 ;73.9 ;1580.0 ;1736.8 ;402.0 ;7.2 ;44.6 ;80.4 ;11.2 ;213.3 ;5.4 ;460.6 ;181.5 ;1078.1 ;319.7 ;225.0 ;35.2 ;109.8 ;96.7 ;208.2 ;1320.1 ;11639.1 e;11.3 ;110.1 
THS,PB2690,Y_GE15,M,2012;7997.0 e;336.7 ;48.7 ;26.7 ;113.1 ;1845.9 ;19.3 ;49.5 ;941.8 ;1177.9 ;264.0 ;6.5 ;25.7 ;38.5 ;7.0 ;128.2 ;5.1 ;360.1 ;95.7 ;718.9 ;199.4 ;151.0 ;20.9 ;82.3 ;88.0 ;102.9 ;1143.4 ;8090.9 e;7.1 ;86.8 
THS,PB2690,Y_GE15,T,2012;19514.7 e;763.6 ;92.2 ;75.7 ;279.4 ;4449.1 ;58.5 ;123.4 ;2521.8 ;2914.8 ;666.0 ;13.6 ;70.3 ;118.9 ;18.2 ;341.5 ;10.5 ;820.6 ;277.1 ;1797.0 ;519.0 ;376.0 ;56.1 ;192.1 ;184.7 ;311.1 ;2463.5 ;19730.0 e;18.4 ;196.9 
THS,PB2690,Y_GE65,F,2012;3455.8 e;142.4 ;12.8 u;: u;18.4 u;604.7 ;15.6 ;44.3 u;662.4 ;518.4 ;178.3 ;1.8 u;12.6 ;34.3 ;2.6 u;87.9 ;1.6 u;72.3 ;51.4 ;483.0 ;117.7 ;94.5 ;13.5 ;32.9 u;17.5 u;36.1 u;180.6 ;3465.8 e;1.4 u;8.6 u
THS,PB2690,Y_GE65,M,2012;1649.6 e;111.4 ;15.7 u;: u;15.7 u;231.1 ;4.0 ;14.0 u;315.0 ;295.6 ;91.6 ;1.2 u;4.8 ;10.2 ;1.0 u;26.8 ;1.0 u;57.2 ;11.4 ;166.1 ;64.3 ;41.6 ;5.1 ;9.6 u;9.3 u;13.3 u;128.6 ;1655.6 e;0.4 u;5.6 u
THS,PB2690,Y_GE65,T,2012;5105.3 e;253.9 ;28.5 u;: u;34.1 u;835.9 ;19.6 ;58.2 u;977.4 ;814.0 ;269.9 ;3.0 u;17.4 ;44.5 ;3.6 u;114.7 ;2.7 u;129.4 ;62.8 ;649.2 ;182.0 ;136.1 ;18.7 ;42.5 u;26.8 u;49.4 u;309.2 ;5121.4 e;1.8 u;14.2 u
THS,PB2710,Y15-44,F,2012;589.9 e;28.0 u;: u;: u;: u;145.7 ;: u;: u;76.0 ;58.1 u;: u;: u;1.9 u;5.2 u;: u;21.4 u;: u;46.4 u;: u;28.1 u;9.4 u;: u;: u;: u;: u;: u;104.9 u;600.6 e;1.1 u;: u
THS,PB2710,Y15-44,M,2012;500.8 e;11.0 u;: u;: u;: u;75.5 ;: u;: u;90.7 ;78.8 u;: u;0;1.9 u;4.3 u;: u;20.5 u;: u;29.9 u;: u;30.2 u;15.9 u;: u;: u;: u;0;: u;38.8 u;505.7 e;0.7 u;: u
THS,PB2710,Y15-44,T,2012;1090.6 e;39.0 u;: u;: u;: u;221.2 ;: u;: u;166.7 ;137.0 u;: u;: u;3.7 u;9.5 u;: u;41.9 u;: u;76.3 u;: u;58.3 u;25.3 u;: u;: u;: u;: u;: u;143.7 u;1106.2 e;1.8 u;: u
THS,PB2710,Y45-64,F,2012;933.1 e;28.7 u;: u;: u;4.5 u;133.5 ;: u;: u;153.8 ;133.9 ;: u;: u;1.0 u;7.4 u;: u;62.3 ;: u;48.3 u;14.9 u;54.6 u;17.8 u;: u;: u;13.7 u;: u;17.7 u;144.0 ;941.8 e;1.7 u;: u
THS,PB2710,Y45-64,M,2012;675.9 e;10.4 u;: u;: u;10.7 u;96.3 ;: u;: u;92.4 ;84.7 ;: u;: u;1.8 u;3.4 u;: u;60.5 ;: u;21.7 u;8.8 u;27.0 u;41.5 u;: u;: u;7.6 u;: u;16.0 u;125.2 ;682.6 e;0.9 u;: u
THS,PB2710,Y45-64,T,2012;1608.9 e;39.2 u;: u;: u;15.1 u;229.7 ;: u;: u;246.2 ;218.7 ;: u;: u;2.8 u;10.8 u;: u;122.8 ;: u;69.9 u;23.7 u;81.6 u;59.3 u;: u;: u;21.3 u;: u;33.6 u;269.3 ;1624.4 e;2.6 u;: u
THS,PB2710,Y_GE15,F,2012;2989.6 e;74.5 ;23.7 ;25.7 u;16.3 ;419.7 ;6.4 u;49.9 ;577.3 ;355.7 ;199.7 ;4.6 ;9.8 ;46.8 ;1.4 u;196.3 ;1.4 u;109.7 ;30.3 ;227.8 ;59.7 ;68.0 ;11.0 u;29.3 ;42.7 ;47.3 ;354.7 ;3017.3 e;4.1 ;23.5 u
THS,PB2710,Y_GE15,M,2012;2088.1 e;47.4 ;24.3 ;23.1 u;25.3 ;271.1 ;6.6 u;24.1 ;344.8 ;288.7 ;168.7 ;5.0 ;7.4 ;21.5 ;1.6 u;133.7 ;0.7 u;61.9 ;29.3 ;106.1 ;86.3 ;59.4 ;4.3 u;20.7 ;18.9 ;30.7 ;276.4 ;2103.4 e;2.1 ;13.1 u
THS,PB2710,Y_GE15,T,2012;5077.7 e;121.9 ;48.0 ;48.8 u;41.6 ;690.9 ;13.0 u;74.0 ;922.1 ;644.3 ;368.4 ;9.7 ;17.1 ;68.3 ;3.0 u;330.0 ;2.1 u;171.6 ;59.6 ;333.9 ;146.0 ;127.5 ;15.2 u;50.0 ;61.7 ;77.9 ;631.1 ;5120.6 e;6.2 ;36.7 u
THS,PB2710,Y_GE65,F,2012;1466.7 e;17.8 u;16.5 u;18.2 u;8.8 u;140.6 ;: u;31.5 u;347.5 ;163.6 ;155.0 ;2.5 u;6.9 u;34.2 ;: u;112.6 ;: u;: u;10.3 u;145.2 u;32.5 ;41.3 ;: u;11.3 u;21.9 u;: u;105.8 ;1474.9 e;1.2 u;: u
THS,PB2710,Y_GE65,M,2012;911.4 e;26.0 u;16.2 u;17.2 u;9.5 u;99.4 ;: u;11.5 u;161.7 ;125.1 ;103.7 ;3.3 u;3.7 u;13.9 ;: u;52.7 ;: u;: u;7.7 u;48.9 u;28.9 ;27.8 ;: u;7.9 u;12.1 u;: u;112.3 ;915.1 e;0.5 u;: u
THS,PB2710,Y_GE65,T,2012;2378.2 e;43.7 u;32.6 u;35.4 u;18.3 u;240.0 ;: u;43.0 u;509.2 ;288.7 ;258.7 ;5.8 u;10.6 u;48.0 ;: u;165.3 ;: u;: u;18.0 u;194.1 u;61.4 ;69.0 ;: u;19.2 u;33.9 u;: u;218.1 ;2390.0 e;1.8 u;: u
THS,PB2730,Y15-44,F,2012;661.4 e;: u;: u;: u;: u;112.9 u;: u;: u;59.1 u;96.7 u;62.6 u;: u;3.5 u;: u;: u;: u;: u;34.2 u;: u;50.6 u;: u;22.6 u;: u;10.5 u;: u;: u;113.5 u;667.2 e;1.3 u;: u
THS,PB2730,Y15-44,M,2012;370.8 e;: u;0;: u;: u;28.4 u;: u;: u;22.9 u;27.5 u;40.3 u;: u;1.9 u;: u;: u;: u;: u;30.5 u;: u;47.2 u;: u;26.3 u;: u;6.2 u;: u;: u;94.6 u;375.9 e;0.6 u;: u
THS,PB2730,Y15-44,T,2012;1032.3 e;: u;: u;: u;: u;141.4 u;: u;: u;82.0 u;124.2 u;102.9 u;: u;5.4 u;: u;: u;: u;: u;64.7 u;: u;97.8 u;: u;48.9 u;: u;16.7 u;: u;: u;208.2 u;1043.2 e;1.9 u;: u
THS,PB2730,Y45-64,F,2012;1961.3 e;78.9 ;29.1 u;28.5 u;21.4 u;309.9 ;5.4 u;42.8 u;186.2 ;398.9 ;114.5 u;2.6 u;9.4 ;15.4 ;1.7 u;26.0 ;1.5 u;67.4 ;23.8 ;163.7 ;45.1 ;56.2 u;11.9 u;44.1 ;28.5 u;11.2 u;237.2 ;1978.3 e;2.6 u;14.4 u
THS,PB2730,Y45-64,M,2012;1251.7 e;22.5 ;13.3 u;11.2 u;14.4 u;220.5 ;2.9 u;9.7 u;179.4 ;234.3 ;81.1 u;4.5 u;4.7 ;5.1 ;2.0 u;32.7 ;0.4 u;58.3 ;24.1 ;46.0 ;27.9 ;20.7 u;4.5 u;20.4 ;16.8 u;17.9 u;176.5 ;1263.9 e;1.4 u;10.8 u
THS,PB2730,Y45-64,T,2012;3213.0 e;101.4 ;42.5 u;39.8 u;35.9 u;530.3 ;8.2 u;52.4 u;365.5 ;633.2 ;195.6 u;7.1 u;14.1 ;20.5 ;3.8 u;58.7 ;1.9 u;125.8 ;47.9 ;209.6 ;73.0 ;76.9 u;16.4 u;64.5 ;45.2 u;29.1 u;413.6 ;3242.2 e;3.9 u;25.3 u
THS,PB2730,Y_GE15,F,2012;5063.6 e;156.6 ;71.0 ;57.7 ;48.3 ;1078.2 ;13.7 ;93.3 ;419.2 ;806.5 ;459.8 ;8.7 ;21.6 ;34.7 ;4.2 ;77.2 ;2.5 u;168.3 ;78.9 ;395.0 ;100.4 ;104.3 ;25.2 ;77.3 ;58.2 ;79.1 ;623.7 ;5110.4 e;5.7 ;41.1 
